"system","Cause","Effect","rho_Lmax","p_Z","Kendall_tau","Kendall_p","Convergence","Std_L_strength","SD","SDstd","Cause_type","Effect_type"
"UASB","COD","COD",0.990291618013061,0,1.00000011920929,0.000836610794067383,TRUE,1,0.00288087590949982,0.00328032272542039,"Metabolites","Metabolites"
"UASB","dG","COD",0.914780745287004,7.19943071825213e-09,1.00000011920929,0.000836610794067383,TRUE,0.923748852002238,0.0180725030335804,0.0183127627016534,"Metabolites","Metabolites"
"UASB","Ac","COD",0.83668194596102,4.5987245107515e-06,1.00000011920929,0.000836610794067383,TRUE,0.844884406514269,0.0242528030899751,0.0243173573728061,"Metabolites","Metabolites"
"UASB","Pr","COD",0.777675895611649,4.0252948795283e-06,1,0.00266671180725098,TRUE,0.785299886887856,0.0290083699777833,0.0292827239229401,"Metabolites","Metabolites"
"UASB","Bu","COD",0.784825701753979,3.72393660352799e-09,1.00000011920929,0.000836610794067383,TRUE,0.792519786574249,0.050119216799503,0.0505093136296754,"Metabolites","Metabolites"
"UASB","H2","COD",0.689440370801232,1.11541470504406e-08,1,0.00266671180725098,TRUE,0.69619933993235,0.114811487728783,0.115766066138072,"Metabolites","Metabolites"
"UASB","CH4","COD",0.692575398439936,0.0281784644934028,0.928571462631226,0.00198173522949219,TRUE,0.699365101998471,0.0418335367245775,0.0421351330586496,"Metabolites","Metabolites"
"UASB","pH","COD",0.758297837725274,5.69679259432299e-07,1,0.00266671180725098,TRUE,0.765731855073899,0.0576069740417469,0.0580077455277617,"Metabolites","Metabolites"
"UASB","PC1","COD",0.857315438581387,9.98000147411915e-07,0.904761910438538,0.00686383247375488,TRUE,0.865720180790301,0.0251839676869618,0.0253804531697675,"Metabolites","Community"
"UASB","PC2","COD",0.607981240956101,2.8238455637708e-05,1.00000011920929,0.000836610794067383,TRUE,0.613941620727807,0.0509464080320258,0.0513689552009395,"Metabolites","Community"
"UASB","Div_a","COD",0.645060992065323,1.95029457111806e-05,1,0.00266671180725098,TRUE,0.651384885352847,0.0933780623189056,0.0941562049523938,"Metabolites","Community"
"UASB","Biomass","COD",0.790756056808091,5.34080644288837e-05,0.904761910438538,0.00686383247375488,TRUE,0.798508280212124,0.0248560208087183,0.0251320958347095,"Metabolites","Community"
"UASB","Instability","COD",0.757155151483853,0.00144193940757653,1,0.00266671180725098,TRUE,0.764577966440858,0.027221150255736,0.0274713960270977,"Metabolites","Interaction"
"UASB","P_P_IS","COD",0.759433999573595,1.93963572314715e-06,1,0.00266671180725098,TRUE,0.766879155351569,0.0447582210599476,0.0451023207430679,"Metabolites","Interaction"
"UASB","P_N_IS","COD",0.448992699396404,0.000501575546093314,1,0.00266671180725098,TRUE,0.453394425671572,0.0631025507778539,0.0635742488826548,"Metabolites","Interaction"
"UASB","Complexity","COD",0.556046874025419,5.89472741694408e-05,1,0.00266671180725098,TRUE,0.561498112183441,0.068196470806914,0.0686949005077622,"Metabolites","Interaction"
"UASB","Ave_P_IS","COD",0.65963896616267,0.000161557805585577,1,0.00266671180725098,TRUE,0.666105775474685,0.0367370816084853,0.0370434349417743,"Metabolites","Interaction"
"UASB","Ave_N_IS","COD",0.669307763462236,0.000720924608905271,1,0.00266671180725098,TRUE,0.675869361395936,0.0394587138315975,0.0398020820776937,"Metabolites","Interaction"
"UASB","Centrality","COD",0.550169392182712,4.65499442479089e-05,1,0.00266671180725098,TRUE,0.555563010102602,0.0704621758290296,0.0709788020657776,"Metabolites","Interaction"
"UASB","COD","dG",0.939470706205954,9.95134641357254e-10,1.00000011920929,0.000836610794067383,TRUE,0.94868086240185,0.0107219330780848,0.0107966838560401,"Metabolites","Metabolites"
"UASB","dG","dG",0.992572353566981,0,1.00000011920929,0.000836610794067383,TRUE,1.00230309487876,0.00390570889132706,0.00385120283151194,"Metabolites","Metabolites"
"UASB","Ac","dG",0.810971506958002,6.83866981932013e-08,0.928571462631226,0.00198173522949219,TRUE,0.818921913713811,0.0241802687516778,0.0244690862655826,"Metabolites","Metabolites"
"UASB","Pr","dG",0.851212187323307,1.55086437725327e-06,0.928571462631226,0.00198173522949219,TRUE,0.859557095950378,0.0179831809758538,0.0181186672703094,"Metabolites","Metabolites"
"UASB","Bu","dG",0.839841170520151,3.9279690611238e-13,1.00000011920929,0.000836610794067383,TRUE,0.848074602716746,0.0493361928057387,0.0497667810188498,"Metabolites","Metabolites"
"UASB","H2","dG",0.686247056499825,3.98856150629623e-06,1,0.00266671180725098,TRUE,0.692974719786807,0.0524764779728101,0.0529556686216296,"Metabolites","Metabolites"
"UASB","CH4","dG",0.762091656956626,0.000265852135982625,1.00000011920929,0.000836610794067383,TRUE,0.769562867234705,0.0406003570171044,0.0409398288052675,"Metabolites","Metabolites"
"UASB","pH","dG",0.843775281111706,3.6364339872641e-08,1,0.00266671180725098,TRUE,0.852047281592337,0.042632466448294,0.0430138372180518,"Metabolites","Metabolites"
"UASB","PC1","dG",0.925373856825521,2.43804976207684e-13,1,0.00266671180725098,TRUE,0.934445813731321,0.0364884132310674,0.036808674959527,"Metabolites","Community"
"UASB","PC2","dG",0.641525561886896,0.000288184556469173,0.904761910438538,0.00686383247375488,TRUE,0.647814795377209,0.0595059359973426,0.0600556208548742,"Metabolites","Community"
"UASB","Div_a","dG",0.604551838361134,0.000100632974211479,1,0.00266671180725098,TRUE,0.610478597783265,0.0463304010178841,0.0467362646308993,"Metabolites","Community"
"UASB","Biomass","dG",0.74532626869229,0.000362653243772493,1,0.00266671180725098,TRUE,0.752633118502736,0.0222018188385566,0.0224718220172503,"Metabolites","Community"
"UASB","Instability","dG",0.799312255313861,6.90103005857035e-05,1,0.00266671180725098,TRUE,0.807148359912019,0.044469451634276,0.0448555109787666,"Metabolites","Interaction"
"UASB","P_P_IS","dG",0.842709357506685,6.29102325788722e-11,1,0.00266671180725098,TRUE,0.850970908142707,0.0400388386254923,0.0403287932645082,"Metabolites","Interaction"
"UASB","P_N_IS","dG",0.569970099419045,1.11058808881515e-05,1,0.00266671180725098,TRUE,0.575557834734221,0.0622032959121628,0.0626928502460501,"Metabolites","Interaction"
"UASB","Complexity","dG",0.676898675105197,7.52226669842315e-08,1,0.00266671180725098,TRUE,0.683534690986619,0.0697264158565158,0.0702792350830182,"Metabolites","Interaction"
"UASB","Ave_P_IS","dG",0.681669464313198,5.14390407150289e-05,1,0.00266671180725098,TRUE,0.688352250906568,0.0559572730845066,0.0563976378446737,"Metabolites","Interaction"
"UASB","Ave_N_IS","dG",0.728566275276066,3.13419286613881e-05,1,0.00266671180725098,TRUE,0.735708817507589,0.0694909710549979,0.0700439910675904,"Metabolites","Interaction"
"UASB","Centrality","dG",0.675522286654395,1.36481890233853e-08,1,0.00266671180725098,TRUE,0.682144809030874,0.0748679601493561,0.0754845996533723,"Metabolites","Interaction"
"UASB","COD","Ac",0.830892570437383,4.34655657211014e-06,0.928571462631226,0.00198173522949219,TRUE,0.839038274507969,0.0172624143265385,0.0174067447011816,"Metabolites","Metabolites"
"UASB","dG","Ac",0.821737998832731,1.7680297577094e-06,0.928571462631226,0.00198173522949219,TRUE,0.829793955523406,0.0186001467247889,0.0187128970948589,"Metabolites","Metabolites"
"UASB","Ac","Ac",0.986538519794783,0,0.928571462631226,0.00198173522949219,TRUE,0.99621010806311,0.00299115235168379,0.0033388085587477,"Metabolites","Metabolites"
"UASB","Pr","Ac",0.72334687880778,1.46134198519832e-05,1,0.00266671180725098,TRUE,0.730438252379755,0.041186320975031,0.0415920334097865,"Metabolites","Metabolites"
"UASB","Bu","Ac",0.842989493531157,1.1257794696462e-10,1,0.00266671180725098,TRUE,0.851253790497133,0.0479666738234256,0.0483805157765057,"Metabolites","Metabolites"
"UASB","H2","Ac",0.748483687677794,1.18212457600464e-08,1,0.00266671180725098,TRUE,0.75582149143054,0.0552081975570776,0.0556610897594325,"Metabolites","Metabolites"
"UASB","CH4","Ac",0.616648769307954,0.000180766280438505,1.00000011920929,0.000836610794067383,TRUE,0.622694121702463,0.0374567985280756,0.0378003219269537,"Metabolites","Metabolites"
"UASB","pH","Ac",0.790919404850908,5.3415116774147e-10,1,0.00266671180725098,TRUE,0.798673229647064,0.0728182077552066,0.073431985680891,"Metabolites","Metabolites"
"UASB","PC1","Ac",0.957374777823014,1.65156442433201e-06,0.428571432828903,0.229556202888489,FALSE,0.966760457635609,0.0138372658672549,0.0140693723441265,"Metabolites","Community"
"UASB","PC2","Ac",0.766487238264241,7.85655826729403e-07,1,0.00266671180725098,TRUE,0.774001540881599,0.0415102295119841,0.0418550297842621,"Metabolites","Community"
"UASB","Div_a","Ac",0.680190160457132,0.000709663358509194,1,0.00266671180725098,TRUE,0.686858444608345,0.0379027320249041,0.0382125077120532,"Metabolites","Community"
"UASB","Biomass","Ac",0.728922138738185,0.000594679556091382,0.904761910438538,0.00686383247375488,TRUE,0.736068169698041,0.0537273785384589,0.0542778105591345,"Metabolites","Community"
